1 7.303e-06
2 1.0731e-05
3 1.2764e-05
4 2.2262e-05
5 1.7453e-05
6 1.6291e-05
7 3.2141e-05
8 2.8444e-05
9 2.9796e-05
10 1.6902e-05
11 3.133e-05
12 3.3604e-05
