100 2.4e-05
430 0.000297
760 0.000941
1090 0.001829
1420 0.003243
1750 0.003329
2080 0.00389
2410 0.005539
2740 0.007252
3070 0.008534
3400 0.010299
3730 0.011918
4060 0.015203
4390 0.017092
4720 0.019674
5050 0.02366
5380 0.025347
5710 0.02844
6040 0.03163
6370 0.034913
6700 0.038192
7030 0.048352
7360 0.048927
7690 0.051173
8020 0.054687
8350 0.058311
8680 0.062336
9010 0.067637
9340 0.081268
9670 0.07731
