
1 1.3e-06
3 1e-06
5 1.5e-06
7 1.4e-06
9 1.2e-06
11 1.8e-06
13 1.9e-06
15 2e-06
17 1.8e-06
19 1.6e-06
21 1.8e-06
23 1.8e-06
25 2.7e-06
27 2e-06
29 2.2e-06
31 2.3e-06
33 2.4e-06
35 2.5e-06
37 2.9e-06
39 4.5e-06
41 3e-06
43 3e-06
45 3.2e-06
47 3.3e-06
49 5.2e-06
51 3.5e-06
