
1 1.14e-07
3 1.43e-07
5 2.15e-07
7 3.36e-07
9 5.14e-07
11 6.18e-07
13 1.184e-06
15 2.648e-06
17 5.206e-06
19 1.2739e-05
21 3.5289e-05
23 0.000100125
25 0.000264133
27 0.000583898
29 0.00149069
31 0.00415462
33 0.0105937
35 0.0283721
37 0.0720933
39 0.204507
41 0.496619
43 1.28379
45 3.35229
47 8.7091
49 22.2547
51 58.103
